match_id,team_batting_id,team_bowling_id,team_innings,match_day,session,coded_time_local,striker_id,striker_hand_id,nonstriker_id,nonstriker_hand_id,bowler_id,bowler_hand_id,bowler_spell,over_the_wicket,northern_end,power_play,over,ball_in_over,fair_ball_in_over,ball_speed,pitch_line,pitch_length,contact_line,contact_height,at_stumps_line,at_stumps_height,hit_to_length,hit_to_angle,bat_score,reached_boundary,wide_runs,noball_runs,bye_runs,legbye_runs,penalty_runs,taken_by_keeper,batter_out_id,match_innings,opportunity,appeal,bowler_variation,striker_movement,umpire_referral,pitch_line_coded,pitch_length_coded,at_striker_line_coded,at_striker_height_coded,free_hit,striker_batting_position,nonstriker_batting_position,bowler_bowling_position,hit_to_octant,keeper_id,contact_length,striker_dismissed,nonstriker_dismissed,bowler_dismissal,striker_movement_id,bowler_type_id,legal_ball,adjusted_ball_faced,how_out_id,stroke_intent_id,stroke_id,ball_movement_id,maximum_outfielders,keeper_up,shot_quality_id,bowler_style_id,bowler_pace_spin_id,drs_id,injury_id,delivery_id,match_id,season_id,series_id,match_date,match_length_id,ball_type_id,team_a_id,team_a_at_home,team_b_id,team_b_at_home,venue_id,toss_won_by_team_id,toss_decision_id,team_a_innings_1_closure_id,team_a_innings_2_closure_id,team_b_innings_1_closure_id,team_b_innings_2_closure_id,team_a_innings_1_comparison_id,team_a_match_result_id,team_batting_id_match_innings_1,team_batting_id_match_innings_2,team_batting_id_match_innings_3,team_batting_id_match_innings_4,team_b_match_result_id,team_a_coach_id,team_b_coach_id,round_id,match_number_in_round,official_1_id,official_2_id,official_3_id,official_4_id,official_5_id,official_6_id,extracted_time_utc,pitch_number_in_block,total_pitches_in_block,boundary_distance_north,boundary_distance_east,boundary_distance_south,boundary_distance_west,time_of_day_id,coding_state_id,coder_id,reviewer_id,match_type,match_name,team_a_name,team_b_name,team_batting_name,team_bowling_name,how_out_description
5460078,1004,1019,1,1,1,2023-09-03 15:58:26.000,1300077,1,3080014,2,2220039,1,1,1,1,1,2,4,4,131.959460031079,604,9855,649,1082,664,1279,100,-75,4,1,0,0,0,0,0,0,,2,0,0,0,0,0,495,8077,362,696,0,3,2,2,6,4352508,2402.0,0,0,0,3.0,1200,1,1,0,2,8,7.0,2.0,0,23,2,1,,,5460078020100204,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 15:59:03.000,1300077,1,3080014,2,2220039,1,1,1,1,1,2,5,5,128.89164815452,566,9200,313,1247,266,1400,100,109,4,1,0,0,0,0,0,0,,2,0,0,0,0,0,541,8465,431,822,0,3,2,2,2,4352508,1434.0,0,0,0,6.0,1200,1,1,0,2,7,1.0,2.0,0,23,2,1,,,5460078020100205,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 15:59:40.000,1300077,1,3080014,2,2220039,1,1,1,1,1,2,6,6,141.174856701344,531,8291,448,912,432,1018,36,103,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,370,8214,228,838,0,3,2,2,2,4352508,1275.0,0,0,0,6.0,1200,1,1,0,2,7,1.0,2.0,0,23,2,1,,,5460078020100206,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:00:53.000,3080014,2,1300077,1,3110053,2,1,0,0,1,3,1,1,92.3815417130716,-253,6885,-221,752,-208,831,105,-109,6,1,0,0,0,0,0,0,,2,0,0,0,0,0,-267,5252,-322,643,0,2,3,3,7,4352508,1946.0,0,0,0,6.0,2400,1,1,0,2,8,1.0,2.0,1,23,4,2,,,5460078020100301,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:01:25.000,3080014,2,1300077,1,3110053,2,1,0,0,1,3,2,2,98.9633738321602,-54,3540,23,418,78,637,34,48,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,6,4682,-33,375,0,2,3,3,3,4352508,1476.0,0,0,0,4.0,2400,1,1,0,2,20,17.0,2.0,1,23,4,2,,,5460078020100302,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:01:43.000,3080014,2,1300077,1,3110053,2,1,0,0,1,3,3,3,93.3398090357932,32,5729,263,656,306,709,35,144,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,-5,4887,150,639,0,2,3,3,1,4352508,888.0,0,0,0,6.0,2400,1,1,0,2,7,1.0,2.0,1,28,4,2,,,5460078020100303,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:02:04.000,3080014,2,1300077,1,3110053,2,1,0,0,1,3,4,4,96.414958805323,-146,5558,-70,724,-43,856,64,-15,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,-51,5457,-49,472,0,2,3,3,5,4352508,1425.0,0,0,0,4.0,2400,1,1,0,2,20,1.0,2.0,1,23,4,2,,,5460078020100304,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:02:37.000,1300077,1,3080014,2,3110053,2,1,0,0,1,3,5,5,87.5587294930018,26,5950,-179,678,-248,792,56,-69,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,-6,5274,9,509,0,3,2,3,6,4352508,1462.0,0,0,0,6.0,2400,1,1,0,2,19,1.0,2.0,1,23,4,2,,,5460078020100305,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:03:01.000,3080014,2,1300077,1,3110053,2,1,0,0,1,3,6,6,93.4476201217237,-117,4733,-31,594,9,757,53,-86,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,-40,5092,-21,411,0,2,3,3,6,4352508,1488.0,0,0,0,6.0,2400,1,1,0,2,19,1.0,2.0,1,23,4,2,,,5460078020100306,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:04:04.000,3080014,2,1300077,1,3760009,1,1,1,1,1,4,1,1,131.726705383158,169,7677,-104,860,-181,1023,22,-59,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,17,7507,-41,432,0,2,3,4,6,4352508,1648.0,0,0,0,4.0,1100,1,1,0,2,3,1.0,2.0,0,23,1,1,,,5460078020100401,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:04:38.000,3080014,2,1300077,1,3760009,1,1,0,1,1,4,2,2,134.359197651247,609,6439,603,729,601,869,105,15,6,1,0,0,0,0,0,0,,2,0,0,0,0,0,553,6505,264,411,0,2,3,4,4,4352508,1415.0,0,0,0,3.0,1100,1,1,0,2,7,1.0,2.0,0,23,1,1,,,5460078020100402,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:05:25.000,3080014,2,1300077,1,3760009,1,1,0,1,1,4,3,3,138.177808608936,246,8943,87,1053,36,1269,105,-117,6,1,0,0,0,0,0,0,,2,0,0,0,0,0,234,7188,97,871,0,2,3,4,7,4352508,2127.0,0,0,0,3.0,1100,1,1,0,2,8,1.0,2.0,0,23,1,1,,,5460078020100403,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:06:18.000,3080014,2,1300077,1,3760009,1,1,0,1,1,4,4,4,118.942928032896,461,8684,424,967,420,1009,100,97,4,1,0,0,0,0,0,0,,2,0,0,0,0,0,610,7052,296,710,0,2,3,4,2,4352508,779.0,0,0,0,6.0,1100,1,1,0,2,7,8.0,2.0,0,23,1,1,,,5460078020100404,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:06:56.000,3080014,2,1300077,1,3760009,1,1,0,1,1,4,5,5,118.374729406675,17,5601,-86,563,-148,780,41,-45,1,0,0,0,0,0,0,0,,2,0,0,1,0,0,17,4933,28,314,0,2,3,4,6,4352508,2077.0,0,0,0,3.0,1100,1,1,0,2,19,8.0,2.0,0,23,1,1,,,5460078020100405,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:07:32.000,1300077,1,3080014,2,3760009,1,1,1,1,1,4,6,6,117.764698932387,518,8915,247,1019,188,1126,34,98,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,416,8396,212,655,0,3,2,4,2,4352508,1541.0,0,0,0,6.0,1100,1,1,0,2,3,1.0,2.0,0,23,1,1,,,5460078020100406,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:08:38.000,1300077,1,3080014,2,5460045,1,1,1,0,1,5,1,1,137.959839155377,290,7066,228,650,195,879,83,-55,0,0,0,0,0,0,0,0,1300077.0,2,0,1,0,0,0,267,5981,159,472,0,3,2,5,6,4352508,2402.0,1,0,1,3.0,1100,1,1,5,2,12,1.0,2.0,0,28,1,1,,,5460078020100501,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Caught
5460078,1004,1019,1,1,1,2023-09-03 16:10:24.000,1940169,1,3080014,2,5460045,1,1,1,0,1,5,2,2,132.063649583361,334,8235,244,1060,218,1267,39,-62,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,324,7530,265,826,0,4,2,5,6,4352508,1858.0,0,0,0,3.0,1100,1,1,0,2,19,1.0,2.0,0,28,1,1,,,5460078020100502,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:10:59.000,3080014,2,1940169,1,5460045,1,1,1,0,1,5,3,3,129.569923355275,-305,9386,190,1031,319,1158,11,-171,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,-404,8829,-127,932,0,2,4,5,8,4352508,1901.0,0,0,0,6.0,1100,1,1,0,2,8,1.0,2.0,0,28,1,1,,,5460078020100503,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:11:31.000,3080014,2,1940169,1,5460045,1,1,1,0,1,5,4,4,121.968733439224,-300,11210,404,1485,570,1618,51,-61,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,-370,9216,195,952,0,2,4,5,6,4352508,2076.0,0,0,0,6.0,1100,1,1,0,2,8,8.0,2.0,0,23,1,1,,,5460078020100504,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:12:04.000,1940169,1,3080014,2,5460045,1,1,1,0,1,5,5,5,135.901253971247,472,9710,465,1108,464,1289,105,-27,6,1,0,0,0,0,0,0,,2,0,0,0,0,0,461,7849,314,785,0,4,2,5,5,4352508,1996.0,0,0,0,3.0,1100,1,1,0,2,8,1.0,2.0,0,23,1,1,,,5460078020100505,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:12:49.000,1940169,1,3080014,2,5460045,1,1,1,0,1,5,6,6,126.342301294298,299,8495,142,911,107,1021,58,-71,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,290,7826,358,810,0,4,2,5,6,4352508,1506.0,0,0,0,6.0,1100,1,1,0,2,19,1.0,2.0,0,23,1,1,,,5460078020100506,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
5460078,1004,1019,1,1,1,2023-09-03 16:13:55.000,1940169,1,3080014,2,2220039,1,2,1,1,1,6,1,1,140.435385468837,386,5439,322,542,293,727,35,33,0,0,0,0,0,0,0,0,,2,1,0,0,0,0,564,5388,212,281,0,4,2,2,4,4352508,1696.0,0,0,0,3.0,1200,1,1,0,2,7,1.0,2.0,0,23,2,1,,,5460078020100601,5460078,5180003,1070029,2023-09-03 14:00:00.000,7,220,1019,1,1004,0,38,1019,1,4,5,4,5,3,14,1019,1004,,,15,,,5460045,1,2570002,4090010,,3210010,3010049,347007,2025-04-03 14:06:31.877,,,,,,,30,40,119,122,Twenty20,South Africa M vs Australia M,South Africa M,Australia M,Australia M,South Africa M,Not Out
